"","X","Date","Collector","Lat","Lon","Ocean","Country","Province","Site","Site_code","Depth_m","Rep","Taxa","Bleach_cat","Temp","CRW_DHW","CRW_SST","CRW_SSTANOMALY","HabHet_count_150m","HabHet_mean_150m","HabHet_stdev_150m","HabHet_max_150m","HabHet_range_150m","HabHet_count_1000m","HabHet_mean_1000m","HabHet_stdev_1000m","HabHet_max_1000m","HabHet_range_1000m","Notes","Bleached","Bleached_sev","Bleach_cat_3","Coral_cover","Dead_coral_recent","Dead_coral","Soft_coral","Sponge","Algae","Other","Rubble","Sand","Silt","Rock","TWS"
"1",1,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Other",1,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"2",2,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Pocillopora",3,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"3",3,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Porites",4,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"4",4,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Porites",3,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"5",5,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Acropora",5,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"6",6,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",5,"Acropora",4,29,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"7",7,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Porites",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"8",8,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"9",9,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"10",10,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"11",11,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"12",12,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",3,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"13",13,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Other",2,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"14",14,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",4,"Acropora",2,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"15",15,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",3,"Porites",3,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"16",16,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",3,"Acropora",2,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"17",17,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",3,"Montipora",4,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"18",18,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",3,"Other",2,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"19",19,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",2,"Porites",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"20",20,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",2,"Pocillopora",2,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"21",21,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",1,"Acropora",4,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,1,"Severely bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"22",22,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",1,"Other",3,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"23",23,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",1,"Other",1,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",0,0,"Not Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"24",24,"26-04-20","Chancey MacDonald",-5.52731,121.99861,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Barat","SES 02","18",1,"Montipora",3,30,4.35,30.56,1.26,1785,0.19640499,0.072737029,0.40884161,0.357691944,21387,0.170709176,0.091911155,0.467318892,0.465499889,"",1,0,"Bleached",7.355,0.5425,5.59,0.5425,0.5425,2.8375,7.06,19.1825,44.6175,0,11.735,0.125
"25",25,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Other",3,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"26",26,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Other",2,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"27",27,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Other",2,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"28",28,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Other",3,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"29",29,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Other",2,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"30",30,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Acropora",2,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"31",31,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",1,"Porites",1,29,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"32",32,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Acropora",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"33",33,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"34",34,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Other",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"35",35,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Montipora",4,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,1,"Severely bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"36",36,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Porites",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"37",37,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",2,"Porites",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"38",38,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",3,"Montipora",4,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,1,"Severely bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"39",39,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",3,"Acropora",4,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,1,"Severely bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"40",40,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",3,"Porites",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"41",41,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",3,"Porites",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"42",42,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",3,"Porites",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"43",43,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Acropora",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"44",44,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Acropora",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"45",45,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Porites",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"46",46,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Porites",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"47",47,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Montipora",4,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,1,"Severely bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"48",48,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Montipora",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"49",49,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"50",50,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"51",51,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"52",52,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"53",53,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"54",54,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"55",55,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"56",56,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"57",57,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",4,"Other",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"58",58,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Porites",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"59",59,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Porites",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"60",60,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Other",1,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",0,0,"Not Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"61",61,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"62",62,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Other",3,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
"63",63,"27-04-20","Chancey MacDonald",-5.51548,122.03989,"Pacific","Indonesia","South East Sulawesi","Telaga_Besar_Timur","SES 01","18",5,"Other",2,28,4.35,30.59,1.3,31,0.024204949,0.02045176,0.062144227,0.055736905,12534,0.182413317,0.133128706,0.495801836,0.49399625,"",1,0,"Bleached",16.9775,1.7975,3.9025,1.5075,0.715,1.13,4.4375,34.595,25.47,0,9.4725,0.25
