"","X","Date","Collector","Lat","Lon","Ocean","Country","Province","Site","Site_code","Depth_m","Rep","Taxa","Bleach_cat","Temp","CRW_DHW","CRW_SST","CRW_SSTANOMALY","HabHet_count_150m","HabHet_mean_150m","HabHet_stdev_150m","HabHet_max_150m","HabHet_range_150m","HabHet_count_1000m","HabHet_mean_1000m","HabHet_stdev_1000m","HabHet_max_1000m","HabHet_range_1000m","Notes","Bleached","Bleached_sev","Bleach_cat_3","Coral_cover","Dead_coral_recent","Dead_coral","Soft_coral","Sponge","Algae","Other","Rubble","Sand","Silt","Rock","TWS"
"4529",4529,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Seriatapora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4530",4530,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Seriatapora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4531",4531,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Seriatapora",3,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4532",4532,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4533",4533,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4534",4534,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4535",4535,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4536",4536,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4537",4537,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4538",4538,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4539",4539,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4540",4540,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",6,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,1,"Severely bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4541",4541,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4542",4542,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",6,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,1,"Severely bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4543",4543,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4544",4544,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4545",4545,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4546",4546,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Montipora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4547",4547,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Montipora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4548",4548,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Montipora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4549",4549,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Montipora",3,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4550",4550,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",5,"Montipora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4551",4551,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Pocillopora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4552",4552,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Acropora",3,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4553",4553,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4554",4554,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4555",4555,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4556",4556,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",3,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4557",4557,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4558",4558,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4559",4559,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",1,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",0,0,"Not Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4560",4560,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4561",4561,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4562",4562,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4563",4563,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Other",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4564",4564,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Montipora",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4565",4565,"9-05-20","Chancey MacDonald",-5.52867,122.47083,"Pacific","Indonesia","South East Sulawesi","Kadatuang","SES 17","6",6,"Porites",2,28,1.23,29.33,0.31,660,0.073727006,0.024010328,0.109292902,0.095478534,8597,0.12001218,0.103041341,0.524530172,0.522718984,"",1,0,"Bleached",41.7225,2.9775,5.7325,1.045,0.7575,0.5825,13.59,16.49,5.4475,0,11.65,0
"4566",4566,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4567",4567,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4568",4568,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4569",4569,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4570",4570,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4571",4571,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Acropora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4572",4572,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Pocillopora",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4573",4573,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Pocillopora",5,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,1,"Severely bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4574",4574,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4575",4575,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4576",4576,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4577",4577,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",4,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,1,"Severely bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4578",4578,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4579",4579,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",3,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4580",4580,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4581",4581,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4582",4582,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4583",4583,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Porites",3,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4584",4584,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4585",4585,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",3,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4586",4586,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4587",4587,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4588",4588,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4589",4589,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4590",4590,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4591",4591,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4592",4592,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",1,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",0,0,"Not Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
"4593",4593,"5-05-20","Chancey MacDonald",-5.65964,122.55763,"Pacific","Indonesia","South East Sulawesi","Piwinipada","SES 19","6",1,"Other",2,28,0.76,29.58,0.57,1428,0.32252923,0.133076769,0.494892865,0.493070561,26618,0.301111176,0.139524699,0.596767068,0.594945248,"",1,0,"Bleached",10.055,5.505,5.2625,1.6,1.475,0,7.2025,5.0975,37.675,0,26.115,1.04
